Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badges (product.metafields.custom.badges),feature1 (product.metafields.custom.feature1),feature2 (product.metafields.custom.feature2),feature3 (product.metafields.custom.feature3),Playback (product.metafields.custom.playback),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Band color (product.metafields.shopify.band-color),Chassis type (product.metafields.shopify.chassis-type),Color (product.metafields.shopify.color-pattern),Compatible device (product.metafields.shopify.compatible-device),Component output type (product.metafields.shopify.component-output-type),Connection type (product.metafields.shopify.connection-type),Connectivity technology (product.metafields.shopify.connectivity-technology),Dial color (product.metafields.shopify.dial-color),Energy efficiency class (product.metafields.shopify.energy-efficiency-class),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Power source (product.metafields.shopify.power-source),Smart watch features (product.metafields.shopify.smart-watch-features),Target gender (product.metafields.shopify.target-gender),Watch display (product.metafields.shopify.watch-display),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Included / International,Price / International,Compare At Price / International,Status
boost-enclosure-pro-series-p200-with-4-argb-fans,Boost Enclosure Pro Series P200 with 4 ARGB Fans,"<p><meta charset=""utf-8""><span><strong>Warranty: 1 Year</strong><br></span></p>
<p class=""p1"">• <strong>Motherboard Support</strong>: ATX / MicroATX / Mini-ITX<br>•<strong> Pre-Installed Fans</strong>: 4 ARGB Fans<br>• <strong>Case Size</strong>: 370 x 200 x 440 mm<br>• <strong>Material</strong>: SPCC Steel + Tempered Glass<br>•<strong> I/O Panel</strong>: USB 3.0 x 1 + USB 1.0 x 2 + HD Audio<br>•<strong> Cooling System</strong>: Top: 2 x 120 mm, Front: 3 x 120 mm / 2 x 140 mm, Rear: 1 x 120 mm<br>•<strong> Liquid Cooler Support</strong>: 240 mm<br>• <strong>Storage Options</strong>: 2.5” SSD Bays: 2, 3.5” HDD Bays: 2<br>• <strong>Graphics Card Compatibility</strong>: Maximum GPU Length: 325 mm<br>• <strong>CPU Cooler Compatibility</strong>: Maximum CPU Height: 160 mm</p>
<!---->",Boost Lifestyle,Electronics > Electronics Accessories > Computer Components > Desktop Computer & Server Cases,"",pc case,true,Title,Default Title,,,,,,,,,1000.0,shopify,129,deny,manual,11999.00,17000.00,true,false,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/P200_Black.webp?v=1747490447,1,"",false,Boost Enclosure Pro P200 with 4 ARGB Fans | Efficient PC Casing,"The Boost Enclosure P200 comes with 4 ARGB fans, excellent cooling options, and ample space for your components. A great choice for building your PC.",296,,,,,,,,,,,,I/O Panel: USB 3.0 x 1 + USB 1.0 x 2 + HD Audio,Motherboard Support: ATX / MicroATX / Mini-ITX,4 ARGB Fans,PRO SERIES,,,,,mid-tower,black-1,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
boost-enclosure-pro-series-p200-with-4-argb-fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/1_4635bc72-d4cf-4ce1-8d47-e09c6ba53c30.webp?v=1747490447,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-enclosure-pro-series-p200-with-4-argb-fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/2_6de7ce4e-510e-4376-b3e1-87f638bf351a.webp?v=1747490447,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-enclosure-pro-series-p200-with-4-argb-fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/3_71727d92-f3d2-40af-b404-67ad8e46db0a.webp?v=1747490447,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-enclosure-pro-series-p100-with-3-argb-fans,Boost Enclosure Pro Series P100 with 3 ARGB Fans,"<p><meta charset=""utf-8""><span><strong>Warranty: 1 Year</strong><br></span></p>
<p class=""p1""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><b>Motherboard Support:</b> ATX / MicroATX<br>•<span class=""Apple-tab-span""> </span><b>Pre-Installed Fans:</b> 3 ARGB Fans<br>•<span class=""Apple-tab-span""> </span><b>Case Size:</b> 390 x 200 x 440 mm<br><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">•</span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"" class=""Apple-tab-span""> </span><b style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Material:</b><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""> SPCC Steel + Tempered Glass Side Panel<br></span>•<span class=""Apple-tab-span""> </span><b>I/O Panel: </b>USB 1.0 x 2 + USB 3.0 x 1 + HD Audio<br>•<span class=""Apple-tab-span""> </span><b>Cooling System: </b>Front: 3 x 120 mm, Top: 2 x 120 mm, Rear: 1 x 120 mm<br>•<span class=""Apple-tab-span""> </span><b>Liquid Cooler Support:</b> 240 mm<br>•<span class=""Apple-tab-span""> </span><b>Storage Options: </b>2.5” SSD Bays: 1, 3.5” HDD Bays: 1<br>•<span class=""Apple-tab-span""> </span><b>Graphics Card Compatibility:</b> Maximum GPU Length: 335 mm<br>•<span class=""Apple-tab-span""> </span><b>CPU Cooler Compatibility:</b> Maximum CPU Height: 160 mm</p>
<!---->",Boost Lifestyle,Electronics > Electronics Accessories > Computer Components > Desktop Computer & Server Cases,"",pc case,true,Title,Default Title,,,,,,,,,1000.0,shopify,18,deny,manual,10999.00,16000.00,true,false,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/P100_black.webp?v=1747490331,1,"",false,Boost Enclosure Pro P100 with 3 ARGB Fans | Compact PC Casing,"The Boost Enclosure P100 offers sleek design, 3 ARGB fans, and solid cooling options. Ideal for compact builds that require both style and performance.",296,,,,,,,,,,,,I/O Panel: USB 1.0 x 2 + USB 3.0 x 1 + HD Audio,Motherboard Support: ATX / MicroATX,3 Pre-Installed ARGB Fans,PRO SERIES,,,,,mid-tower,black-1,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
boost-enclosure-pro-series-p100-with-3-argb-fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/1_5ea091bf-3099-4c1e-8003-f04be0da0ef0.webp?v=1747490331,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-enclosure-pro-series-p100-with-3-argb-fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/2_41fcb206-b5f6-4252-96f3-f306be574d51.webp?v=1747490331,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-enclosure-pro-series-p100-with-3-argb-fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/3_dbb3a2ea-62b4-4282-92eb-85a264355983.webp?v=1747490331,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-bundle-2,Boost Bundle 2: Cosmic and Hawk,"<p class=""p1""><b>Ultimate Connectivity and Wellness Bundle: Cosmic Smartwatch &amp; Hawk Earbuds<br></b><b>Stay Connected, Active, and In Control with Our Cutting-Edge Cosmic Smartwatch and Hawk Earbuds</b></p>
<p class=""p3""><b>Cosmic Smartwatch Features:</b></p>
<p class=""p4"">Dive into a world of seamless interactivity and robust health tracking with our advanced Cosmic Smartwatch. Equipped with a 2.01-inch AMOLED display, this device ensures superior clarity and vibrant visuals. Stay health-conscious with continuous monitoring of heart rate, blood pressure, SpO2 levels, and stress, while the sleep tracker and sedentary reminder keep your wellbeing in check.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Extensive Fitness Tracking</b></span>: With over 100 sports modes, step, calorie, and distance tracking, tailor your workout to your personal fitness goals.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Smart Connectivity</b></span>: Manage calls, messages, and social media notifications directly from your wrist. Bluetooth 5.1 ensures stable and quick pairing.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Enhanced Lifestyle Features</b></span>: Use voice commands with the built-in voice assistant, control your music, and capture moments with remote control photography.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Durable and Stylish</b></span>: Comes with two straps to match your style, IP68 water resistance for all-weather wear, and a range of dials to customize your look.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Extended Battery Life</b></span>: Enjoy 2-5 days of battery life, keeping you connected without constant charging.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Hawk Earbuds Features:</b></p>
<p class=""p4"">Experience audio excellence with our Hawk Earbuds, designed for crystal-clear sound and uninterrupted focus. Active Noise Cancellation and Dual Mic with ENC (Environmental Noise Cancellation) allow you to enjoy your music or take calls without any distractions.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Superior Sound Quality</b></span>: Immerse yourself in rich, detailed sound for up to 4 hours of music playtime and 5 hours of talk time on a single charge.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Intuitive Controls and Feedback</b></span>: Manage your listening experience with touch controls and stay informed with the LED battery display.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Compact and Powerful</b></span>: The earbuds come with a 35mAH battery, complemented by a 350mAH charging case for extended usage and convenience.</p>
<p class=""p5""><span class=""Apple-tab-span""> </span>•<span class=""Apple-tab-span""> </span><span class=""s1""><b>Ergonomic Design</b></span>: Designed for comfort and stability, ensuring they stay secure during active use or casual listening.</p>",Boost Lifestyle,Uncategorized,"","",false,Boost Cosmic Smart Watch (Dial color),Matte Black,,,,,,,,"",0.0,shopify,399,deny,manual,9999.00,27000.00,true,true,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Untitled-1.webp?v=1744461326,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
boost-bundle-2,,,,,,,,,Lightning Silver,,,,,,,,"",0.0,shopify,478,deny,manual,9999.00,27000.00,true,true,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Black6_9d599b28-9ed0-4253-b383-d6d02cefda8d.webp?v=1744629956,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
boost-bundle-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Silver1_4df50bd7-0ee9-4dfa-a463-91ba3bee67a6.webp?v=1744629968,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-bundle-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/6_e1dbc774-9020-497e-bfae-971320596eeb.webp?v=1744630072,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-bundle-1,Boost Bundle 1 : Falcon and Astro,"<p class=""p1""><br></p>
<p class=""p2""><b>Unleash Your Potential with Seamless Connectivity and Health Monitoring</b></p>
<p class=""p1""><br></p>
<p class=""p2""><b>Falcon Earbuds:</b></p>
<p class=""p3"">Experience cutting-edge audio technology with the Falcon Earbuds, designed for crystal-clear sound quality and effortless wireless connectivity. These stylish earbuds come in a vibrant yellow silicone shell, offering both comfort and durability. With Bluetooth 5.3 for stable and quick pairing, enjoy music and calls on the go without any hassle. Each earbud is equipped with a 35mAH battery, while the charging case holds 300mAH, supporting wireless charging for maximum convenience. Navigate your audio seamlessly with intuitive touch controls and enjoy the ease of pop-up pairing that connects instantly to your device.</p>
<p class=""p1""><br></p>
<p class=""p2""><b>Astro Smart Watch:</b></p>
<p class=""p3"">Elevate your wellness journey with the Astro Smart Watch, your all-in-one health and fitness companion. This advanced watch keeps you in tune with your body by monitoring heart rate, blood pressure, blood sugar, blood oxygen, and body temperature. Stay on top of your fitness goals with over 100 sports modes, a sleep tracker, calorie and distance counter, and much more. The AMOLED display brings stunning clarity with an always-on option, housed in a sleek case with two interchangeable straps to suit your style. From receiving calls and social media notifications to remote control photography and Bluetooth calling, the Astro keeps you connected and in control.</p>
<p class=""p1""><br></p>
<p class=""p2""><b>Perfect Together:</b></p>
<p class=""p3"">The Falcon Earbuds and Astro Smart Watch are designed to work seamlessly together, enhancing your daily life and health routines. Whether you’re taking calls on the move, controlling music during a workout, or monitoring vital health stats, this bundle covers all bases. IP67 water resistance ensures durability across all activities, making this combo perfect for any lifestyle.</p>",Boost Lifestyle,Uncategorized,"","",false,Boost Astro Smart Watch (Dial color),Matte Black,,,,,,,,"",0.0,shopify,-13,deny,manual,7999.00,18000.00,true,true,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/1080X1080.webp?v=1744625624,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
boost-bundle-1,,,,,,,,,Cool Blue,,,,,,,,"",0.0,shopify,-13,deny,manual,7999.00,18000.00,true,true,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/IMG_1782_1.webp?v=1744626032,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
boost-bundle-1,,,,,,,,,Classy Golden,,,,,,,,"",0.0,shopify,-13,deny,manual,7999.00,18000.00,true,true,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/IMG_1778_b73dfdf6-4d3f-442b-8324-d98a0edebfe0.webp?v=1744626098,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
boost-bundle-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Render_1_a93ff0b1-378c-4532-8610-992a86d08fe1.webp?v=1744626217,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-bundle-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Render1_53f61b88-acdc-4c83-9eec-3e8f4a3150de.webp?v=1744626215,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-bundle-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Render_1_1_e75286bb-28f9-49b1-a2a6-0c3fd15e950a.webp?v=1744626219,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-sync-wireless-anc-headset-copy,Boost Sync Wireless ANC Headset (Copy),<p><strong>Warranty: 1 Year<br>Bluetooth Version 5.4<br>Up to 70 Hours Play Time<br>Up To 60 Hours Talk Time<br>27 DB Noise Cancellation<br>40mm Neodymium Speakers<br>Type-C Charging<br>IPX4 Sweat and Water Resistance <br>Charging Time: 4 Hours<br>With AUX Cable<br>Standby Time: 300 Hours<br></strong></p>,Boost Lifestyle,Electronics > Audio > Audio Components > Headphones & Headsets,"",Bluetooth Headset,false,Color,blue,product.metafields.shopify.color-pattern,,,,,,,"",1000.0,shopify,278,deny,manual,7999.00,12000.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/1_7.webp?v=1727191527,1,Boost Sync Wireless Headphone,false,Boost Sync Wireless Headset - 70H Playtime & ANC Comfort,"Experience up to 70 hours of playtime with Boost Sync Wireless Headset. Enjoy 27dB noise cancellation, IPX4 water resistance, and crystal-clear sound with 40mm speakers.",505771,,,,,,,,,,,,27 DB Noise Cancellation,Type-C Charging,Bluetooth Version 5.4,70 Hours Play Time,,,,,,blue; black,,,,bluetooth; wired; wireless,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/sync2Blue.webp?v=1727191527,kg,,,true,,,true,,,draft
boost-sync-wireless-anc-headset-copy,,,,,,,,,black,,,,,,,,"",1000.0,shopify,250,deny,manual,7999.00,12000.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/sync2.webp?v=1727191527,2,Wireless Headphones Price In Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/1_7.webp?v=1727191527,kg,,,,,,,,,
boost-sync-wireless-anc-headset-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/sync12.webp?v=1727191527,3,Best Headphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-sync-wireless-anc-headset-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/sync2Blue.webp?v=1727191527,4,Bluetooth Headphones In Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-comfort-ergonomic-chair,Boost Comfort Ergonomic Chair with Footrest,<p>Integrated Footrest for Ultimate Relaxation <br>Breathable Mesh <br>Recline Angle 90-155 Degree<br>Armrest<br>Multifunction Mechanism <br>Class 3 Gaslift<br>Height Adjustment: 100mm<br>Weight Capacity: 120kg</p>,Boost Lifestyle,Furniture > Office Furniture > Office Chairs,"",chair,true,Payment Method,Prepaid,,,,,,,,"",0.0,shopify,0,continue,manual,29999.00,40000.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/01_1.webp?v=1738308826,1,"",false,Boost Comfort Ergonomic Chair with Footrest | Ergonomic Gaming Chair,"Experience comfort with the Boost Comfort Ergonomic Chair! Adjustable armrests, breathable mesh, 90-155° recline & footrest for ultimate relaxation.",2045,,,,,,,,,,,,Integrated Footrest ,Breathable Mesh,Recline Angle 90-155 Degree,"SIT LONGER, FEEL BETTER",,'6,,,,black; white,,,,,,,metal; plastic,,,,,,,,,,kg,,,true,,,true,,,active
boost-comfort-ergonomic-chair,,,,,,,,,COD,,,,,,,,"",0.0,shopify,-1,continue,manual,31999.00,40000.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/1_49c998fa-0cd7-4c1f-bbc9-d8e406854b52.webp?v=1742983645,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
boost-comfort-ergonomic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/2_0ca4266f-da14-4c0a-a42b-9b326784967f.webp?v=1742983645,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-comfort-ergonomic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/3_6bc6bb93-e613-44ba-8dd9-8992e77444b6.webp?v=1742983645,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-comfort-ergonomic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/4_7a4c1ff2-5523-4bc4-8766-95f973d720e5.webp?v=1742983645,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-comfort-ergonomic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/5_1216fe2e-aa0a-4d9d-b864-8bae1f9724dc.webp?v=1742983645,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-comfort-ergonomic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/6_ed53dcc0-ac95-4546-a4b6-49c245c774b7.webp?v=1742983645,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-comfort-ergonomic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/7_63158f03-853e-41c4-a7c6-00893eef11c8.webp?v=1742983645,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
test-product,test product,"",Boost Lifestyle,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","","",false,Title,Default Title,,,,,,,,"",0.0,shopify,-2,continue,manual,1.00,,true,false,"",,,,false,,,502988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
boost-titan-power-supply,Boost Titan Power Supply,<p><strong>1 Year Warranty</strong><br>• 24 Pin Cable: 650mm<br>Includes a 650mm 24-pin cable for flexible and reliable motherboard connectivity.<br>• Dual IDE Cable: 550mm<br>Features dual 550mm IDE cables for versatile and extended connectivity options.<br>• Triple SATA Cable: 550mm<br>Features a triple 550mm SATA cable for versatile and extended connectivity.<br>P8 (6+2)+(6+2) PCIe Cable: 650mm<br>Comes with a 650mm P8 (6+2)+(6+2) PCle cable for flexible and reliable GPU power connections.<br>P8 (4+4) CPU Cable: 750mm<br>Includes a 750mm P8 (4+4) CPU cable for extended reach and easy CPU power connections.<br>• SGCC Steel Thickness: 0.5mm<br>Constructed with 0.5mm SGCC steel for robust and durable build quality.<br>Fan Size: 12cm<br>Features a 12cm fan for efficient cooling and reliable performance.<br>• Cable Color: Black<br>Comes with sleek black cables for a clean and professional look.<br>• Protection Features: Includes MOV (Metal Oxide Varistor) &amp; EMC (Electromagnetic Compatibility)<br>Includes MOV (Metal Oxide Varistor) and EMC (Electromagnetic Compatibility) for enhanced protection and stability.</p>,Boost Lifestyle,Electronics > Electronics Accessories > Computer Components > Computer Power Supplies,"","",false,Variant,550-watt,product.metafields.shopify.energy-efficiency-class,,,,,,,"",1000.0,,0,deny,manual,8499.00,11900.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Titan.webp?v=1731493936,1,"",false,,,291,,,,,,,,,,,,P8 (4+4) CPU Cable,Triple SATA Cable,24 Pin Cable,SGCC Steel Thickness,,,,,,,,,,,,550-watt; 650-watt,,,,,,,,,,,kg,,,true,,,true,,,draft
boost-titan-power-supply,,,,,,,,,650-watt,,,,,,,,"",1000.0,,-1,deny,manual,9999.00,14000.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Zeus2_3ea49ff1-4403-452e-9248-7ba6a0055287.webp?v=1716191872,2,Boost Zeus Power Supply-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
boost-hydra-pro-premium-cpu-liquid-cooler,Boost Hydra Pro Premium CPU Liquid Cooler,<p><strong>1 Year Warranty</strong><br>• Fan Connector: PWM + ARGB<br>Features a PWM + ARGB fan connector for precise speed control and customizable lighting effects.<br>Fan Speed: 1800 ± 200 RPM<br>Delivers a fan speed of 1800 ±200 RPM for efficient cooling performance.<br>• Airflow: 79.83 CFM (Max)<br>Offers a maximum airflow of 79.83 CFM for superior cooling efficiency.<br>• Pump Connector: 3-Pin + ARGB<br>Equipped with a 3-pin + ARGB pump connector for reliable operation and customizable lighting.<br>• Pump Speed: 2500 RPM ± 10%<br>Operates at a pump speed of 2500 RPM ± 10% for consistent and efficient liquid circulation</p>,Boost Lifestyle,Electronics > Electronics Accessories > Computer Components > Computer System Cooling Parts,"","",true,Variant,120-mm,product.metafields.shopify.component-output-type,,,,,,,"",0.0,,-1,deny,manual,12499.00,16300.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/120mm.webp?v=1731494061,1,"",false,,,295,,,,,,,,,,,,79.83 CFM,1800 ± 200 RPM,PWM + ARGB,2500 RPM ± 10%,,'1,,,,,,120-mm; 240-mm; 360-mm,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/120mm.webp?v=1731494061,kg,,,true,,,true,,,active
boost-hydra-pro-premium-cpu-liquid-cooler,,,,,,,,,240-mm,,,,,,,,"",0.0,,-1,deny,manual,15499.00,20000.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/240mm.webp?v=1731494061,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/240mm.webp?v=1731494061,kg,,,,,,,,,
boost-hydra-pro-premium-cpu-liquid-cooler,,,,,,,,,360-mm,,,,,,,,"",0.0,,0,deny,manual,19499.00,25300.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/360mm.webp?v=1731494061,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/360mm.webp?v=1731494061,kg,,,,,,,,,
boost-hydra-pro-premium-cpu-liquid-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/1_3145fdbc-875e-4e7a-bc96-57e43a7cbf5b.webp?v=1731588494,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hydra-pro-premium-cpu-liquid-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/3_365f7194-e7dc-453f-8290-c7d568e1d5b0.webp?v=1731589505,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
