Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badges (product.metafields.custom.badges),feature1 (product.metafields.custom.feature1),feature2 (product.metafields.custom.feature2),feature3 (product.metafields.custom.feature3),Playback (product.metafields.custom.playback),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Band color (product.metafields.shopify.band-color),Chassis type (product.metafields.shopify.chassis-type),Color (product.metafields.shopify.color-pattern),Compatible device (product.metafields.shopify.compatible-device),Component output type (product.metafields.shopify.component-output-type),Connection type (product.metafields.shopify.connection-type),Connectivity technology (product.metafields.shopify.connectivity-technology),Dial color (product.metafields.shopify.dial-color),Energy efficiency class (product.metafields.shopify.energy-efficiency-class),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Power source (product.metafields.shopify.power-source),Smart watch features (product.metafields.shopify.smart-watch-features),Target gender (product.metafields.shopify.target-gender),Watch display (product.metafields.shopify.watch-display),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Included / International,Price / International,Compare At Price / International,Status
boost-pulse-wireless-anc-headset,Boost Pulse Wireless ANC Headset,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><meta charset=""utf-8""><strong>Warranty: 1 Year<br></strong><span>Bluetooth Version: 5.3</span><br><span>Powerful 40mm Speaker</span><br><span>Long-lasting Headphone Battery: 350mAH</span><br><span>Music Time: Up To 30 Hours</span><br><span>ANC Music Time: Up To 20 Hours</span><br><span>19-23 DB Active Noise Cancellation</span><br><span>Talk Time: Up To 20 Hours</span><br><span>USB-C Charging</span></p>",Boost Lifestyle,Uncategorized,"",Bluetooth Headset,true,Color,Matte Black,,,,,,,,"",0.0,shopify,501,deny,manual,4999.00,8999.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/PulseThumbnail1.1.webp?v=1717165450,1,Pulse Wireless ANC Headset,false,Boost Pulse Wireless ANC Headset Price in Pakistan,"Experience unparalleled audio with Boost Pulse Wireless ANC Headphones. Enjoy active noise cancellation and a long-lasting battery for immersive, distraction-free tunes",,,,,,,,,,,,,20 Hours Talk Time,Bluetooth Version: 5.3,19-23 DB Noise Cancellation, 30 Hours Play Time,,'13,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
boost-pulse-wireless-anc-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Pulse.webp?v=1728040197,2,Boost Pulse Wireless ANC Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-pulse-wireless-anc-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/pulse-1-1.webp?v=1717165450,3,Boost Pulse Wireless ANC Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-pulse-wireless-anc-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/pulse-4.webp?v=1717165450,4,Pulse Wireless ANC Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-pulse-wireless-anc-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/pulse-3.webp?v=1717165450,5,Bluetooth Headphone Price in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-pulse-wireless-anc-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/pulse-2.webp?v=1717165450,6,Bluetooth Wireless Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-pulse-wireless-anc-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/pulse-6.webp?v=1717165450,7,Wireless Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-pulse-wireless-anc-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/pulse-5.webp?v=1717165450,8,Boost Wireless ANC Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-sonic-wireless-headset,Boost Sonic Wireless Headset,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><meta charset=""utf-8""><strong>Warranty: 1 Year</strong><br><span>Bluetooth Version: 5.0+EDR</span><br><span>Long-lasting Battery: 200 mAh</span><br><span>Extended Music and Talk Time: Up To 5 Hours</span><br><span>Micro SD Card Support</span><br><span>Foldable Design</span><br><span>Immersive Sound with 40mm Speaker</span><br><span>Audio Jack</span><br><span>7 Color Lighting</span><br><span>RGB</span></p>",Boost Lifestyle,Uncategorized,"",Bluetooth Headset,false,Title,Default Title,,,,,,,,"",0.0,shopify,0,deny,manual,3499.00,6000.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Sonic.webp?v=1717165532,1,Boost Sonic Wireless Headset,false,Boost Sonic Wireless Headset Price in Pakistan,"Experience the Boost Sonic Wireless Headphone, featuring Bluetooth connectivity, foldable design, immersive sound, and long-lasting battery life for seamless audio enjoyment on the go.",,,,,,,,,,,,,Foldable,Immersive Sound,5 Hours Play Time,7 Color Lighting,,'11,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
boost-sonic-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Sonic-5.webp?v=1717165532,2,Boost Sonic Wireless Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-sonic-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Sonic-4_e79df9ca-32f9-4811-b67f-656564bde8c0.webp?v=1717165532,3,Boost Sonic Wireless Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-sonic-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Sonic-6.webp?v=1717165532,4,Bluetooth Headphone Price in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-sonic-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Sonic-3.webp?v=1717165532,5,Sonic Wireless Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-sonic-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Sonic-1.webp?v=1717165532,6,Boost Sonic Bluetooth Wireless Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-groove-wireless-headset,Boost Groove Wireless Headset,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><meta charset=""utf-8""><strong>Warranty: 1 Year<br></strong><span>Bluetooth Version: 5.0+EDR</span><br><span>Long-lasting Battery: 200 mAh</span><br><span>Extended Music and Talk Time: Up To 5 Hours</span><br><span>Micro SD Card Support</span><br><span>Immersive Sound with 40mm Speaker</span><br><span>Audio Jack</span></p>",Boost Lifestyle,Uncategorized,"",Bluetooth Headset,false,Title,Default Title,,,,,,,,"",0.0,shopify,5,deny,manual,2999.00,5000.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/groove2.webp?v=1716191811,1,Boost Groove Wireless Headset,false,Boost Groove Wireless Bluetooth Headset Price in Pakistan,"Get into the groove with our Boost wireless headphones. Featuring Bluetooth 5.0, a long-lasting battery, and immersive sound, the Groove Headset are perfect for your music needs.",,,,,,,,,,,,,Immersive Sound,Bluetooth Version 5.0,5 Hours Play Time,Stylish as you are.,,'8,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
boost-groove-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Groove-3.webp?v=1716553184,2,Boost Groove Wireless Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-groove-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Groove-2-1.webp?v=1716553184,3,Boost Wireless Bluetooth Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-groove-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Groove-6.webp?v=1716553184,4,Bluetooth Headphone Price in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-groove-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Groove-5.webp?v=1716553184,5,Boost Wireless Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-groove-wireless-headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Groove-1.webp?v=1716553184,6,Wireless Bluetooth Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-symphony-bt-speaker,Boost Symphony BT Speaker,"<div class=""flex flex-grow flex-col max-w-full"">
<div data-message-author-role=""assistant"" data-message-id=""f041a8b4-042b-4320-b277-5586e28eec1a"" dir=""auto"" class=""min-h-[20px] text-message flex flex-col items-start whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 juice:w-full juice:items-end overflow-x-auto gap-2"">
<div class=""flex w-full flex-col gap-1 juice:empty:hidden juice:first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert dark"">
<p><strong>Warranty: 1 Year<br></strong>Bluetooth Version: 5.3<br>Wireless Working Range: 10 Meters<br>Play Time: Up To 5 hours<br>Battery Capacity: 3.7V/1200mAh<br>Output Power: 5W*2 Frequency Modulation<br>Hands-Free Calling<br>USB<br>AUX<br>Micro SD Card<br>True Wireless Stereo</p>
</div>
</div>
</div>
</div>",boost-lifestyle-co,Uncategorized,"",Speaker,true,Title,Default Title,,,,,,,,"",0.0,shopify,0,deny,manual,3499.00,5500.00,true,false,"",https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Symphony_1.webp?v=1717165733,1,Boost Symphony Bluetooth Speaker,false,Boost Symphony BT Speaker | Bluetooth Speaker,Immerse yourself in symphonic sound with the Symphony BT Speaker. Enjoy wireless freedom and crystal-clear audio quality for an unparalleled listening experience.,,,,,,,,,,,,,Hands-Free Calling ,Bluetooth Version: 5.3,Micro SD Card Supported ,5-Hours Playtime,,'7,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,3499.00,5500.00,active
boost-symphony-bt-speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Symphony2-scaled.webp?v=1717165733,2,Boost Symphony BT Speaker-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-symphony-bt-speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Symphony3-scaled.webp?v=1717165733,3,Boost Symphony BT Speaker-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-symphony-bt-speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Symphony4-scaled.webp?v=1717165733,4,Boost Symphony BT Speaker-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-symphony-bt-speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Symphony5-scaled.webp?v=1717165733,5,Boost Symphony BT Speaker-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-panda-pc-case,Boost Panda PC Case,"<p><strong>Warranty: 1 Year<br></strong>I/O: USB3.0*1+USB1.1*2+HD Audio+LED Button<br>Left &amp; Front Panel: Tempered Glass<br>Pre-Installed Fans: Without Fans<br>Motherboard Support: M-ATX/ITX<br>Fan Support: Up To 7 Fans<br>Liquid Cooling Support: 240MM on Top, 120MM on Rear<br>Drive Bays: 3.5^<br>HDD * 1 , 2.5^ SSD * 2</p>",boost-lifestyle-co,Uncategorized,"",pc case,false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,13999.00,19000.00,true,false,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/panda.webp?v=1716191825,1,Boost Panda PC Case,false,Boost Panda PC Case | PC Casing,"Upgrade your PC setup with the sleek and functional Panda PC Case. Designed for performance and style, it's the perfect choice for your gaming rig or workstation.",,,,,,,,,,,,,Supports Up To 7 Fans,"Tempered Glass Panels: Left and Front,",M-ATX/ITX Motherboard Support,Prime Performance Habitat,,'4,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,13999.00,19000.00,draft
boost-panda-pc-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Panda5.webp?v=1716191825,2,Boost Panda PC Case-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-panda-pc-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Panda4.webp?v=1715266078,3,Boost Panda PC Case-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-panda-pc-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Panda2.webp?v=1715266078,4,Boost Panda PC Case-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-panda-pc-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Panda3.webp?v=1715266077,5,Boost Panda PC Case-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-t-rex-pc-case,Boost T-REX PC Case,"<p><strong>1 Month Warranty<br></strong>I/O: USB3.0*1+Type-C+Reset<br>Left Side Panel: Tempered Glass<br>Pre-Installed Fans: Without Fans<br>Motherboard Support: M-ATX/ITX<br>Fan Support: Up To 5 Fans<br>Liquid Cooling Support: 360/420MM on MB Tray, 360/420MM on Top<br>Drive Bays: 3.5″ HDD x 1, 2.5″ SSD x 1<br>Built-in LED Display Screen<br>Screen Size: 6.8 x 4.2 Inches</p>",boost-lifestyle-co,Uncategorized,"",pc case,false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,49999.00,66000.00,true,false,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/trex.webp?v=1716191855,1,Boost T-REX PC Case,false,Boost T-REX PC Case | PC Casing,"Unleash the power of your PC build with the T-REX PC Case. Designed for performance and style, this casing offers the ultimate gaming experience.",,,,,,,,,,,,,Supports Up To 5,"Built-in 6.8"" x 4.2"" LED Display Screen",M-ATX/ITX Motherboard Support,"Beastly, Boosted Lair",,'1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,49999.00,66000.00,draft
boost-t-rex-pc-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Trex3.webp?v=1716559949,2,Boost T-REX PC Casing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-t-rex-pc-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Trex5.webp?v=1716559949,3,Gaming PC Case Price in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-t-rex-pc-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Trex2.webp?v=1716559949,4,Boost T-REX Gaming PC Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-frost-air-cooler,Boost Frost Air Cooler,<p><strong>Warranty: 1 Year<br></strong>Fan Size: 120MM<br>Fan Speed: 1500 +10% RPM<br>Heat Dissipation Capacity:185W<br>Fan interface: 4 Pin PWM + ARGB<br>Bearing Type: Hydraulic Bearing</p>,boost-lifestyle-co,Uncategorized,"",CPU Cooler,true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,5999.00,8000.00,true,false,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/frost.webp?v=1716191805,1,Boost Frost Air Cooler,false,Boost Frost Air Cooler | CPU Coolers,Keep your CPU cool and running smoothly with the Frost Air Cooler. Designed for efficient heat dissipation and reliable performance to enhance your gaming or computing experience.,,,,,,,,,,,,,Fan Speed: 1500 +10% RPM, Bearing Type: Hydraulic Bearing,Fan Size: 120MM,Beat the Lag,,'2,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,6499.00,8000.00,active
boost-frost-air-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/1_i10_0012.webp?v=1731587894,2,Frost Air CPU Cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-frost-air-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/2_f4a754d2-91ff-43d1-8bb6-e71b359da61f.webp?v=1731587894,3,CPU Cooler Price in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-frost-air-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/3_9402c1c0-31e0-4d8b-ba38-5ac20f4ac464.webp?v=1731587894,4,PC Cooling Fan Price in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-frost-air-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/6_4d1bb303-0e2f-4f43-b717-c70ac3290578.webp?v=1731587894,5,Boost Frost Computer Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-frost-air-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/7_8dc4b5c2-9c9f-4fb0-aaec-ec746f5889ce.webp?v=1731587895,6,Boost Frost Air Cooling Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-frost-air-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/4_d55524f9-8258-4b0e-a812-e9309e5fea18.webp?v=1731587894,7,Boost Frost Cooling Fan for Computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-frost-air-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/5_df1d9ab1-3551-4dbb-a237-ffc681c31bd4.webp?v=1731587896,8,Computer Air Cooler in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-frost-air-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/8_b05911ce-3475-494b-a12f-672ea5071170.webp?v=1731587895,9,Boost Frost PC Air Cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hydra-liquid-cooler,Boost Hydra ARGB Liquid Cooler,<p><strong>1 Year Warranty<br></strong>• Fan Size: 120MM<br>• Fan Speed: 800-2000 ±10% RPM<br>• Fan Connector: 4 Pin (PWM)+ Synchronized RGB Fan<br>• Airflow: 30-75 CFM ±10%<br>• Pump Speed: 2200 ±10% RPM<br>• Infinity Mirror</p>,boost-lifestyle-co,Uncategorized,"",CPU Cooler,false,Title,Default Title,,,,,,,,,0.0,shopify,-2,deny,manual,16499.00,20000.00,true,false,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/Hydra.webp?v=1716191819,1,Boost Hydra ARGB Liquid Cooler,false,Boost Hydra ARGB Liquid Cooler | CPU Coolers,Experience superior cooling performance with the Hydra ARGB Liquid Cooler. Keep your CPU running efficiently while adding a touch of vibrant ARGB lighting to your system setup.,,,,,,,,,,,,,Pump Speed: 2200 ±10% RPM, Fan Connector: 4 Pin (PWM)+ Synchronized RGB Fan,Fan Size: 120MM,Beat the Lag,,'1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,16499.00,20000.00,draft
boost-hydra-liquid-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/15.webp?v=1716191819,2,Hydra ARGB Liquid Air Cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hydra-liquid-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/23.webp?v=1713512839,3,CPU Cooler Price in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hydra-liquid-cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/33.webp?v=1713512839,4,Boost ARGB Liquid Cooler CPU Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hawk-wireless-earbuds,Boost Hawk Wireless Earbuds,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p style=""font-size:17px !important; ""><strong>1 Year Warranty<br></strong>•Bluetooth Version: 5.1<br>•Active Noise Cancellation<br>•Dual Mic With ENC<br>•Charging Case Battery: 350mAH<br>•Earbuds Battery: 35mAH<br>•Music Time: Up To 4 Hours<br>•Talk Time: Up To 5 Hours<br>•LED Battery Display</p>",boost-lifestyle-co,Uncategorized,"",Earbuds,true,Title,Default Title,,,,,,,,,0.0,shopify,478,deny,manual,2999.00,8000.00,true,false,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/HawkThumbnail_1.webp?v=1717165309,1,Boost Hawk Wireless Earbuds,false,Boost Hawk Wireless Earbuds Price in Pakistan,Experience seamless wireless audio with Boost Hawk Wireless Earbuds. Active Noise Cancellation and LED battery display ensure an immersive listening experience.,,,,,,,,,,,,,Active Noise Cancellation ,Dual Mic With ENC,LED Battery Display,Active Noise Cancellation,,'10,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,5499.00,7500.00,active
boost-hawk-wireless-earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/6.webp?v=1717165309,2,Boost Hawk Earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hawk-wireless-earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/4.webp?v=1717165309,3,Wireless Earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hawk-wireless-earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/2.webp?v=1717165309,4,Wireless Earbuds Price in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hawk-wireless-earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/5.webp?v=1717165309,5,Boost Hawk Wireless Earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hawk-wireless-earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/3-2.webp?v=1717165309,6,Best Earbuds in Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hawk-wireless-earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/8.webp?v=1717165309,7,Boost TWS Earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boost-hawk-wireless-earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0688/4625/6375/files/7.webp?v=1717165309,8,Boost Wireless Earbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
